title,link,price,condition,processor,ssd,gpu,release_year,screen_size,ram,model
"Dell Latitude E5470 14.0"" HD i5-6440HQ@2.60GHz 8GB RAM NO HDD and NO OS GE136*!
Opens in a new window or tab",https://www.ebay.com/itm/267449984143?_skw=laptop&itmmeta=01K8Y89AKPMFWWZZ66Y9S5XAX0&hash=item3e4542e48f:g:dR8AAeSw5flo~49R&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1f9uaWDvjjy0TyXnjdM06x7RXrfUj8RRnSXld24vXyHuKdNGzrFjDxapNwPd%2FS7eNyrTNB5L6%2FZnF7rDLwJVTR5rmDkRSmxo7hSqF3WactR%2BJSzIecV5q5jII9RbJ%2F1BgPb1cS7PXiYdsBUSzyVw2KbXH8eO%2Fw9iUxNTxg4aNprO3L86%2B63cnZkShlGlQE6B67%2FghuPHH%2B0GmAwVDVfNDQw9Gv7TWXsRsIcd9akPtMyOxyjbNvYLfJd2zm7jtOJjJzq0Y0cJEDy8L1Ag88G6C2J%7Ctkp%3ABk9SR6CqpcjHZg,$44.98,Used,Intel Core i5 6th Gen.,,Intel Skylake Graphics,,14 in,8 GB,Dell Latitude E5470
"Dell Latitude 7420 Laptop - i7-1185G7, 16GB RAM, 512GB NVMe - Win11
Opens in a new window or tab",https://www.ebay.com/itm/357835789633?_skw=laptop&itmmeta=01K8Y89AKPRKJS7FH28Z8W58TP&hash=item5350acd541:g:HvgAAeSwd3lpA4du&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dHsGBquXvWjV1H8fEm%2BGM7fMCFAVMbIiAPKTQHhBFKwmKSfP%2BKuLmyEx7%2B6fYCwoDJMyPfeG9VsbR6Gt8zSrbcWlnu3pxoBknvMPXCGDKfu4iz6SEJnCpEkSND%2BhWl6QB3WnYoB9d3Op2O8kFwtUP9wprkj%2Fd0Pp%2BUdHVD3iC9DhFEdVzGcvzRedJCA8CnXY6nJDBFnEoDETrUyNzKKiBwtFAXGCM9JqMntopp5Z7fVbQ8xOdYfrIA0tPayeaEM%2BjIBsqVpWnR7pYgNrN09fHv%7Ctkp%3ABk9SR6CqpcjHZg,$179.99,Used,Intel Core i7 11th Gen.,512 GB,Intel Iris Xe Graphics,,14 in,16 GB,Dell Latitude 7420
"HP Omen 15.6'' (1TB HDD Intel Core i7-7700HQ 2.81GHz) Gaming Laptop
Opens in a new window or tab",https://www.ebay.com/itm/127450933188?_skw=laptop&epid=2250456038&itmmeta=01K8Y89AKPF77ZYZVAA2W472N6&hash=item1dacaae7c4:g:SHkAAeSwGMVo~BI~&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fiF%2BTVdNP2xbDrKDgPTf30gh6UuiUGMTUirVvUOxAlNiNLIvpGu8QedaIEydU5v1DHl7jEiBAUGbDgodbTQi7juuCw7zYhcimElzvAReu%2BM9rQPEmMWrJAqTQiBmEhambTBMcM%2FmjBbrwD0hEhN30JHO8mxVxkqluHM2OCJYb4nV0SFftZuYJs84rnvnRe1IwgvIqHdC3DnTXqiosHJQwt82UjLYsEoI1Kl72orGIzbIiXTIULqbgGGT%2BueZI%2F1EUxOIXCkzuQ3HkYjDVpGz3k%7Ctkp%3ABk9SR6CqpcjHZg,$98.00,,,,,,,,
"HP EliteBook x360 830 G6 2-in-1 Laptop - Intel Core i5-8365U 16GB RAM No OS/SSD
Opens in a new window or tab",https://www.ebay.com/itm/157422608774?_skw=laptop&itmmeta=01K8Y89AKPY5CVYP5W7B235VBT&hash=item24a71e6186:g:D0kAAeSwL9lo~8Yn&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dDTQcTevmFoD%2FAY3cpTyfKlvQ2K8wOTZkVgQ3ih7vS%2Fl1ipGh8MY7XDsO3RKB8Elou%2BBN29t88eB3Hmkwva7nBSoLf1nlWF88wyS1EPiyrJBL8B%2BM9MWxyjcDaKv7u2bqmtE9DTCatmUxCjA9RVQE8202aYneNGFJeq9DyscmTFoCHH4BDoOBhF10f5y%2FsCdm2psiEvlEK25OBai1pRkZUt59sOXCsmWHKAjn4RjFnvg%3D%3D%7Ctkp%3ABk9SR6CqpcjHZg,$124.99,Used,Intel Core i5 8th Gen.,None,Intel UHD Graphics 620,2018,13.3 in,16 GB,HP EliteBook x360 830 G6
"HP ProBook 430 G6 13.3"" i5-8265U 4GB RAM 128GB SSD Windows 11
Opens in a new window or tab",https://www.ebay.com/itm/167893279413?_skw=laptop&itmmeta=01K8Y89AKPXZTG6N4WMKCSJ6KD&hash=item27173822b5:g:lIUAAeSwPsZpAqjl&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cejBZEGUic5KRHBKpQCVoJWkgIBZ%2Bwa4p9GegUl75Jqas9C2TOHTHG%2FaN0AE5Vs%2Fj7V0NkqsoalDA%2FEhlpPCZfJQIa5gRmEha2SbqIEiCdur%2Fc3SoSMVtFyoP1%2BB%2Br9AfwrTvqgvUDWtXD4YzOlZvVvWrjDLhpjR0czh0UgdNHhyscQ5L9zfP6fSE5ngVPZZXkKK13BbdBff4l8zyLhj%2FAuFC7QwcQKpZHvh1Z6THRwXsBfMqtoIYCbt8WGK3zllD3wPm28OIsD9kr6AXNySYl%7Ctkp%3ABk9SR6CqpcjHZg,$110.00,Used,Intel Core i5-8265U,128 GB,Intel UHD Graphics 620,,13.3 in,4 GB,HP ProBook
"Dell Latitude 3340 13.3"" 2.3GHz i5-4210U 4GB RAM 128GB SSD Windows 10 Pro
Opens in a new window or tab",https://www.ebay.com/itm/297718709354?_skw=laptop&itmmeta=01K8Y89AKP3YHSTGQ8RRMBENW2&hash=item45516afc6a:g:nX0AAeSw-zBo5Vt4&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1ck5YDkfvPmj%2F0KcvYLY%2Fx6vjvjUh%2FAy3Y8aCbAZMVIzl2ac4zSDQyVVDS4ixbiYdx%2BztAzJo2luIob6252G21MXYjJimRvCQk3O3KNjJx9mD1jNyO3i96KlWgYDEbV%2Fk49xK87rp2KOSNyI0csSDyL%2FTOB3K7U%2B1khwKz31LNe9%2B5ZMDzcxZo1S%2BMm5ys6AEJbyizgAUH97uDRChC%2FY%2BjeLxi%2B9PkIbg0s3nheQUa12w%3D%3D%7Ctkp%3ABk9SR6CqpcjHZg,$44.95,Used,Intel Core i5 4th Gen.,128 GB,Intel HD Graphics,,13.3 in,4 GB,Dell Latitude 3340
"Dell Latitude Laptop 11.6"" HD Intel Celeron Windows 11 4GB RAM 64GB SSD WiFi
Opens in a new window or tab",https://www.ebay.com/itm/263591761893?_skw=laptop&itmmeta=01K8Y89AKPQ618GXNWY761D8M6&hash=item3d5f4b17e5:g:n9kAAeSwuWxoy6YT&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1d5dpp5WsJlj6A6NFtiNEYguP1YAQrRJTV21ri2wlelwVaE4Oetix5gX%2BjJt8yi30kbdTbL0YBQgVai3f0l%2B%2FLKULrFdDsEkN4vtk%2FxoLlvfv3cmHuOMT6trkSrDUAaEtp74oyo4lJFHjOv4QkyX9ccpQVG0hHLZ%2BSv1syW1Ao1hJAlMdCdDGyqqOedWfZbNkXTPvXIW%2FwS2SS2XplkeBSUD4DJo6wYyhXSW0yactZZ0Q%3D%3D%7Ctkp%3ABk9SR6CqpcjHZg,$99.26,Good - Refurbished,Intel Celeron N4120,64 GB,Intel UHD Graphics 600,2018,11.6 in,4 GB,Dell Latitude 3190
"Dell Latitude 5580 14” Laptop i3-7100u 2.4GHz 8GB Ram 256GB SSD Windows 11 Pro
Opens in a new window or tab",https://www.ebay.com/itm/317479694919?_skw=laptop&itmmeta=01K8Y89AKPCP6TED27JVREEEB2&hash=item49eb43b247:g:cG0AAeSw7IhpAjfg&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fGCuQBtC4efnzZmI5NInG5dqjS9qq%2FpR4hgXCStCbH7p8K4kzxsSofe%2FqvsmcW3BZ6WE64RcRlE7a7nxbzh5JyS987GTZMieYFkY3tLv4eNYDHDg3E1ldIB7%2F56V6WA2LhJZ31hty97INFV7fl9ewXoZJUVEwktqpwfmPL%2FIJpU4vYyyPi7GtU8VxMgXhsMIr8l1Q1tEiVipvQj%2F3%2FpjUdCWTEXTWPDhUkfgP%2Bn2OgYA%3D%3D%7Ctkp%3ABk9SR6CqpcjHZg,$74.99,Used,I3-7100u,256 GB,Intel HD Graphics,,14 in,8 GB,Dell Latitude 5580
"Dell Latitude 7420 14"" FHD Laptop 4-Core i7 4.8GHz 32GB RAM 1TB SSD Windows 11
Opens in a new window or tab",https://www.ebay.com/itm/256728255215?_skw=laptop&itmmeta=01K8Y89AKPZTA68P7ZGKY3CN5H&hash=item3bc6324aef:g:3FcAAeSwB0BopSh0&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dqS2zRN0LVj4NSuwtHJ5mSnejlVT0VpcYofyAQU4H%2BQKBr5E%2BHmzOwdf%2BKxI%2FyeYHgaOIw4K35n9HWqTc7x2O6S9%2Bd57Oo3pKTRrvqgpi61GN5t%2FQ8%2FwXW4czIfbTRWJPWzfEEO9jb9MTd16l3WOoeMDcXEJO4k78NUHnSkwnh9q6pExm%2F5qOnRId6zHI2NoNmIxmb%2BgTUghmZ1xFECc136bp%2BJkBpfd1WK%2F0ghGmZmA%3D%3D%7Ctkp%3ABlBMUKCqpcjHZg,$447.94,Good - Refurbished,Intel Core i7-1185G7,1 TB,Intel Iris Xe Graphics,2021,14 in,32 GB,Dell Latitude 7420
"Dell Latitude 5510 i7-10610U 16GB 256GB SSD Touchscreen Win 11 Pro
Opens in a new window or tab",https://www.ebay.com/itm/167893664470?_skw=laptop&itmmeta=01K8Y89AKP9KFCM40SBTEGED3N&hash=item27173e02d6:g:ybIAAeSw9QBpAt93&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cMyO9FzLWDuAPh5pF9oWBrHfh0nhhlnYTM%2BPgYVdO5SrHC6utGLLg88vPVOlf5F9tWBbksFvsbuuQGBW1Z8Au9L8mKCOPLDrm2qPN37YhyW%2BK%2BnD5yOWMdo%2FCYYC4nKUTAHlYCTAntNXKaPu1x--pnsiJeQmNHvjnpXdrEbQmwqiMnadTCa%2FVXt%2Fdo0c7XI18GwbjzO5nxZp8MoRV1y159iS3sJv9awSJKYIO96UZL7g%3D%3D%7Ctkp%3ABlBMUKCqpcjHZg,$319.00,Used,Intel Core i7 10th Gen.,256 GB,Intel UHD Graphics,2021,15.6 in,16 GB,Dell 5510
"Dell Latitude 5510 i7-10610U 16GB 256GB SSD Touchscreen Win 11 Pro
Opens in a new window or tab",https://www.ebay.com/itm/167893664470?_skw=laptop&itmmeta=01K8YC54BZPRXV072G4G7SZ99K&hash=item27173e02d6:g:ybIAAeSw9QBpAt93&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cMyO9FzLWDuAPh5pF9oWBrDDJZxjODvloL1tiIQqO7ZGuE0moWj8xNLmRqLUYWS7EMB9vah6nAkxpK%2BsR6FLQQtm%2FslyD0VsHbsblPCYDekL1iAX2Ndz1jIAOupWjH8OnPFdQ5fEv7YskQ6fuTHGfVjh9FEvAhlYH5Lv61uWBA57Db2OdnMbhhKUqi2CJ%2Bug%2FIq%2B0H4g5s9WY%2BX58WZ%2FIpWpuXgd1P5TbfH1FGbk9Mog%3D%3D%7Ctkp%3ABlBMUMDGlMzHZg,$319.00,Used,Intel Core i7 10th Gen.,256 GB,Intel UHD Graphics,2021,15.6 in,16 GB,Dell 5510
"Dell Latitude 7400 Laptop PC 14"" HD Core i5 16GB RAM 256GB SSD Windows 11 HDMI
Opens in a new window or tab",https://www.ebay.com/itm/265752692346?_skw=laptop&itmmeta=01K8YC54BZ9CE9AGNQ2XXG44Q1&hash=item3de018467a:g:TpgAAeSwx69o-t~2&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dY8Fsq%2FTzw2JO7WgzES5PU5xbLyriDibU7T0TUi%2FO16AVmKh6aG60VQhdHKaaxt0Cj36utCYClgLxh2RQF6ZGR%2B%2F7cgIT2tQxBRSyjqpmslC38gciyaFgLacuXRu5wVjOBxXkHVq3M2sMQCS929dpV97PrI%2BxH20yvqJOq8CeojP9jCg4PVGeMCJ0szxXJbn2kmQzvoS1f%2FbFa5nAzt8NLf9wRLpBqAfsllCqDortmsA%3D%3D%7Ctkp%3ABlBMUMDGlMzHZg,$216.96,Good - Refurbished,Intel Core i5-8365U,256 GB,Intel UHD Graphics 620,2018,14 in,16 GB,Dell Latitude 7400
"Dell Latitude 5320 2-in-1 13.3"" Touchscreen Core i7 32GB RAM 512GB SSD Win 11
Opens in a new window or tab",https://www.ebay.com/itm/267158006040?_skw=laptop&itmmeta=01K8YC54BZ8MY1FKQ0A6VT5GFR&hash=item3e33dba918:g:Wi0AAeSwbcZo3JLs&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1ehQ8k4FFBwpv65avfiiJmRfKTJIxk6gp4EUoUwERy9XXFhCRufljyaF7pIXSLvhApHyBckDhwqC1llJOxpa30ux%2BGVxmb3wdeXLDT1CnNtXviRex%2B9tNCvql%2FH3n%2Bu7QGK1UkWUxpovuL7jrA80RHFVcXqMy66WI3pQxvaPBe98iPAEM9MXFeG%2BuKg2pupkumRrdPMGF%2BFFqYhPUlBIz3Tg%2Bkz5qdYYdPKMkzZcNSE1A%3D%3D%7Ctkp%3ABlBMUMDGlMzHZg,$367.01,Good - Refurbished,Intel Core i7-1185G7,512 GB,Intel Iris Xe Graphics,2021,13.3 in,32 GB,Dell Latitude 5320 2-in-1
"2024 HP Laptop Computer 14 4-Core Intel Processor 16GB RAM Office 365 AI-Copilot
Opens in a new window or tab",https://www.ebay.com/itm/116345882068?_skw=laptop&itmmeta=01K8YC54BZWT92VM09R4TRV5F4&hash=item1b16c145d4:g:06sAAOSwy7hm~sau&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1d9gg1KalMnzncS6Xu2cuu3bHNUfb9H%2BTPn7wHEuyk9d6VswHwT1tDqLgvRklrnOtVb6BSnFL5PpTKXBm9IQWV51%2BlcHMnKtOSkIq4qMwLOsGrFddvilY7GoM8Ao6Y6I8u2iekxzLQz%2BLc0OGWtMXltzlyTgBxNZmfEp7Lu8YU4jc7EP70dFLGGG1f1dNfJ6wuY2bi%2FveIwG1CZuiO53cOFfGQPJPt97ZjAydwxFJvbKg%3D%3D%7Ctkp%3ABlBMUMDGlMzHZg,$265.20,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ... Read more
about the condition",Intel Celeron,Up to 128 GB,Intel UHD Graphics,2024,14 in,16 GB,HP Flagship
"HP 14-dq1033cl-Intel i5-1035G4@2.4GHz 12GB DDR4 Ram 128GB SSD No OS (674)
Opens in a new window or tab",https://www.ebay.com/itm/177510343618?_skw=laptop&itmmeta=01K8YC54BZWECQ8THM28NXT7HE&hash=item295470e3c2:g:rggAAeSwrNRo5tsq&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1eVuqJ955ET5taFSAlbuoIDl%2FkIC9hqq%2Bp3dy9M5hIvM5C%2BZxgY7bOQ8QtfRpF6gaew3rtZnAREesCG7tL73MHWOZmPYMuF3joXR8TB6lBj0MnTK%2FfN6Bhgjp7ZS6zC7ZghNBZ9%2BzTlCo7ZRC64z6%2FGbsQ310U1zSpbCWMIt1hkN2qfw9%2BpEbkOT964PE558HSv8bPU0eF%2Bu%2BmvA4j3k%2FiKPa3tZFuGr%2FEEadPsskJEiEibA6GwcCx1NpeVWMOhj8sE3Dr1XnOM3%2FMnJYhLR92j%7Ctkp%3ABk9SR8DGlMzHZg,$80.00,Used,Intel Core i5 10th Gen.,128 GB,Integrated Intel UHD Graphics,,14 in,12 GB,HP 14
"HP 15-DY2005DS | INTEL PENTIUM GOLD 7505 2.00GHZ | 256GB | 8GB | NO OS
Opens in a new window or tab",https://www.ebay.com/itm/365945695785?_skw=laptop&itmmeta=01K8YC54BZP7GJ912RR8B09V1Y&hash=item5534102e29:g:M4wAAeSwoAxo~kAr&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cTyJKdAubnDp78lMM2VsSJT7fHw4H80suKVYcyVv3oy%2BNDMEVhDecNzKm2sYXBX6tzrtMeBZS9NuKZS6fVhP%2Fk%2FaC51s3Hz0yjandj5ejcGD2PLsOWs2gxzjcqCAKrOfNB90MDP11BO4wEKv3hdlWus4%2FxMHbG5CeZBSGPScFGlrIaTCjyT6c5gdHBYfC8V7HteA32VBl0G5ydFddocMPSqFkmqHn5zIR%2B4RG1%2Bvuwuqn9YldMAoW72yjDIluAezGP%2FrCuxdQhZpsa3IZkixRj%7Ctkp%3ABk9SR8LGlMzHZg,$120.00,Used,INTEL PENTIUM GOLD 7505 @ 2.00GHZ,,,,"15.6""",,15-Dy2005ds
"DELL Latitude 5430 | 14"" Touch| i7-1265u@1.8ghz | 16gb Ram 512gb SSD | Win11P
Opens in a new window or tab",https://www.ebay.com/itm/267452928407?_skw=laptop&itmmeta=01K8YC54BZ7GZWEBQJB441BT79&hash=item3e456fd197:g:yi8AAeSwV6NpAnDC&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1ezCQd2O0ZQFMMLlQgT60SyX6vjL6eZVnvHEtQEJdfEJio9pvkaNKVsmqJkfhCPo5xzqpiVtKANuLh4oHxiEOVjhD8cRL5IhJXoTIeXgHHUIRHNUX2PhpLh1kwcAmzdxluYyq3okcjQudrt%2F8Kd8H2L1oO5Vu9zB39%2FocXWDxkNUlZLFfpFxCzjgpi4hEOKl7iZPBZWeCB7QZB1CV1NF28SUuBxP0cNxg0LG4GYDxDe%2FA%3D%3D%7Ctkp%3ABk9SR8LGlMzHZg,$229.00,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ... Read more
about the condition",Intel Core i7 12th Gen.,512gb,Intel UHD Graphics,,14 in,16gb,DELL LATITUDE 5430
"HP Pavilion G6 15"" Laptop Intel Core i3-2350M @ 2.30 GHz 8GB 320GB HDD READ
Opens in a new window or tab",https://www.ebay.com/itm/297718861524?_skw=laptop&itmmeta=01K8YC54BZ9PY1H23RESRXMNS4&hash=item45516d4ed4:g:jAMAAeSwXx9pAStf&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dwoqHu1x261i2lm1hfAiZm08Gd5OjHcuBEvE859TPSOvy8fiaz2Xjsn02ZlE240PW5UsjDxleCo6tV8yLY21WGfbyZm4H%2FxAoe8sgs1xx43udq2WjHsKLmFhPOXTJl5nAG2zOg3hhc0MoHFqtwfGRbRxRXV%2BnAKttfK6Mi1Pe8AhDFWZJzy99mm%2BpmyGSqaJ0hmMaSPxPSR4EnY8wO7SaV3a3S3tHstkjFfKOge7clnZrLeZoioYUaD5UCGO6u2EMJn%2BjaYxIRkSlTlQINl2BE%7Ctkp%3ABk9SR8LGlMzHZg,$34.95,Used,Intel Core i3-2350M,,Intel HD Graphics,,15 in,8 GB,HP Pavilion G6
"Dell Latitude 5310 13.3"" (256GB SSD, Intel Core i5 10th Gen win11 pro gray
Opens in a new window or tab",https://www.ebay.com/itm/116847108372?_skw=laptop&epid=12060255518&itmmeta=01K8YC54BZM44KWXBSDQG8XZNB&hash=item1b34a16114:g:A2EAAeSwNxZo~rx2&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1f7FQT2vBJl7bcfOgt9pcGjV%2Fnom1pCoSU9uoiWD3d3gkUMh4ZfNS2gLiX7ZOG1be7JHi%2F6EDu9DLRPLjZUKJ8XOAFGYa7DT4KXZAv8zMtr5LJ8sUjho18W%2F9LIoJuSEBdby%2BSp0MEw45iYDRiPBePNiQh6NvJdOJ%2B%2Bai5kDX8YOAr1X2DlPvaTmBm7yE3MpjGGXRUqtN%2FU5xMoJHYT%2BGQm8%2FX1sY4fljY5Q8fBtvpz8QvqbXP7ruk76h4CQSW8Kr6YUcjBbYM3xGaq9%2Bjip5tC%7Ctkp%3ABk9SR8LGlMzHZg,$82.00,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ... Read more
about the condition",Intel Core i5 10th Gen.,256 GB,Intel UHD Graphics,,13.3 in,16 GB,Dell Latitude 5310
"Dell Precision 3520 Laptop - 2.9 GHz i7-7820HQ 16GB 256GB SSD-M620- Webcam
Opens in a new window or tab",https://www.ebay.com/itm/357830981654?_skw=laptop&itmmeta=01K8YC54BZ3GEG3359V0E299BF&hash=item5350637816:g:deMAAeSwBzFpAjEW&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1eeqepXoZag%2Bu8XysYg06qV5munQF4%2Bg8x5K0pMPx4bEDaCBjYPgD3eDMU2a4TnBpT1WBCLJTJ49StuGuZ7g2Mco3IjsPAmH%2FA4u4ClC0UTnbbn3yUwiN54QQObyasZL7XhBFxezJtb8mN5oYrGkGXvEVkGWm2zu2m6Srad6sAZ0%2Frb3kjLjvICmI3BhMDggxNb8j9auvfdkQZWr3sPP0%2F7%2FuMko1GNGVf2I4TWRsYt8ehrp%2BmUc07Ecb%2BWYsX0L6byL1mgeQ%2FTDgq5UUI26XaE%7Ctkp%3ABk9SR8LGlMzHZg,$150.00,Used,Intel Core i7 7th Gen.,256 GB,NVIDIA Quadro M620,,15.6 in,16 GB,Precision 3520
"NEW LISTINGSamsung NP470R 15.6"" HD Laptop Intel Core i7-3537U 8GB 400GB SSD Cam BT
Opens in a new window or tab",https://www.ebay.com/itm/116854682827?_skw=laptop&itmmeta=01K8YC54BZFRRY0K06T8FNG4X5&hash=item1b3514f4cb:g:jB8AAeSwKrhpBMyX&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fSXxnAeEXBaJyg%2B1efwyeTl1cJne%2BLD40QNrke40OBnQZaHj2OAVAv3EDIfmvK8tYU9j3QFIe7FPhiJ0tyRI%2FGE%2B6vwqkE6uLlP9ilv7Z86bugBCdtrYVpxtul%2B9WuqTw3Efo4UyBC2Xrm16e5HwfI3E539C9D%2B0vEmRQyEjIItbWfeDfHUQF1CgNZl1SWpdWB9aPn2J8KLvmVUpsSqYdC47jLZa4Yzv5NkDY9E%2BgDSg%3D%3D%7Ctkp%3ABk9SR8LGlMzHZg,$79.95,Used,Intel Core i7 3rd Gen.,400 GB,Intel HD Graphics 4000,,15.6 in,8 GB,Samsung 470R
"Lenovo X390 Touch Laptop i7-8665U 1.9GHz 16GB 256GB SSD No OS *See Details*
Opens in a new window or tab",https://www.ebay.com/itm/277471201547?_skw=laptop&itmmeta=01K8YC54BZH7AQF9DWSGV8DC2N&hash=item409a92890b:g:TaIAAeSw8O1pAPyq&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1eL3KsvivZjmHU27QGuLo0SSIzd7BWgWl8uT9Ea2c8t8t9MRLs9fBfqfyUl8JnwdFSEgR%2FantKIUdIVXG3asPPrbz%2FO74i7aK%2Fl4LK3WetAatyNcXlCW3ygyoyabM0WSxwA9R8r6nqR1UsqnNbSCDGPiix4hf9SIwt2wMWGvhAr1b0QLrrS%2FSGl70F%2FGAyJNkTSu%2Fw2z3zT2WwaIuxk4%2FwL0GlT3QvO%2FnxXZibVd0BnljmiCU2006VWJs4ILhe4CwkQx%2BYwsUjvC9pwmQ%2FhROep%7Ctkp%3ABk9SR8LGlMzHZg,$149.99,Used,Intel Core i7 8th Gen.,256 GB,Intel HD 620,2019,13.3 in,16 GB,Yoga X390
"~CLEARANCE SALE~ 11.6"" Lenovo Laptop PC: Intel Celeron! 4GB RAM - 128GB Storage!
Opens in a new window or tab",https://www.ebay.com/itm/116838693587?_skw=laptop&itmmeta=01K8YC54BZ9RGZN4PSZJ4P70C4&hash=item1b3420fad3:g:q5cAAeSwhnJo98w~&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1eLIan4%2BokQWt%2F1h52jpWIT%2Bjg6fG981VKV9WvDKGkJsTN3XsJCcc0GCP0GHfXK1ZcidkjPENqp95%2BoLRpNz%2F1iGxo7kQ1RjANyMTeHj5XGborxT9XgdDFD8V%2BihhwMPhuO4AohR1cGf2behoFyGZqe17zwsB4N%2BUf%2F7HfIkPISr%2BEH1XeukjJDe0bUTZbCEzw24TnzXSTP4hoDoJQCU0HSF6UN9c5tDkdqc4%2BaxtPeUWU%2F8iNhvtODa96yVqhZx%2Bo4WV%2Bhygtlubg9Uvjk%2Fu71%7Ctkp%3ABk9SR8LGlMzHZg,$91.93,Good - Refurbished,Intel Celeron,128 GB,Intel HD Graphics,,11.6 in,4 GB,11E gen 4
"Lenovo ThinkPad L13 2-in-1 Touchscreen 13.3"" Laptop Core i5 8GB 256GB SSD Win 11
Opens in a new window or tab",https://www.ebay.com/itm/286125444869?_skw=laptop&itmmeta=01K8YC54BZ415C1A5VAWQXQFKM&hash=item429e67cf05:g:pZsAAeSwgDlo23gX&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cOQye6hE5EFCyNpq%2FjNvlrEEx7cqgLw5wC3xrHKTQS4YT1wIxwtMnsdtmfr5J8IV0JQlQm7%2FUjEX%2BPzPAETGM9E%2F3Tw4ODwlySyzYqAlJlyQ3Hswef%2BuaX5GLkJgDOYhdMEhw%2FUUBmAEMJsPYczjf952BT5ol%2B%2FEP%2Bw%2B3NOU5gXduZ6aYDtwiLNbBfi4qhrgM3RmAzTN4Cdfi2NvpqSnb2r09AY5FHRXv0tg1KHQXk3Q%3D%3D%7Ctkp%3ABlBMUMLGlMzHZg,$209.87,Good - Refurbished,Intel Core i5-10210U,256 GB,Integrated Intel UHD Graphics,2020,13.3 in,8 GB,Lenovo ThinkPad L13 Yoga
"Dell Latitude 7400 Laptop PC 14” 4-Core i7 16GB RAM 256GB SSD Windows 11 Pro
Opens in a new window or tab",https://www.ebay.com/itm/256696935158?_skw=laptop&itmmeta=01K8YC54BZTC43BNGBD6PWGCF9&hash=item3bc45462f6:g:QQwAAeSw4Gho~~zi&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1djo5mGzCGB21PAZnVWfrwjwj2UrWmS0H1M8kBlN%2FaskLTYp2fAparm53f3swzEMedMK%2B5J1iWGvtFX5Y2iqLHxq6tn%2BskTPHf2rEBO38SdK5%2F78sfTBy6E2%2Fu2rj7Hc%2FrhwV4gi%2BK2Q9VFjgcLaxCk%2Fen7qGFd9s2IKEEY0bTFushc2%2F4kxdf%2Bo1sGoe3VXSuGrnXstqwtw%2BwcrRYWm0A1r0BjMx%2FM7e7Dei1iFIKr7Q%3D%3D%7Ctkp%3ABlBMUMLGlMzHZg,$238.81,Good - Refurbished,Intel Core i7-8665U,256 GB,Intel UHD Graphics 620,2018,14 in,16 GB,Dell Latitude 7400
